brand,category,currency,image_url,name,price_egp,scraped_at,source,url
,,EGP,http://shamystores.com/cdn/shop/files/ea-sports-fc-26-ar-en-new-nintendo-switch-726.jpg?v=1758834490,EA Sports FC 26 (AR/EN) – New (Nintendo Switch),3390.0,2025-10-06T18:35:28.741372Z,shamystores.com,https://shamystores.com/products/ea-sports-fc-26-switch
,,EGP,http://shamystores.com/cdn/shop/files/silent-hill-f-ps5-115.jpg?v=1759064884,Silent Hill F – PS5,4490.0,2025-10-06T18:35:28.741373Z,shamystores.com,https://shamystores.com/products/silent-hill-f-ps5
,,EGP,http://shamystores.com/cdn/shop/files/borderlands-4-ps5-626.jpg?v=1758739927,Borderlands 4 – PS5,3390.0,2025-10-06T18:35:28.741374Z,shamystores.com,https://shamystores.com/products/borderlands-4-ps5
,,EGP,http://shamystores.com/cdn/shop/files/nba-2k26-ps5-144.jpg?v=1756404854,NBA 2K26 – PS5,3190.0,2025-10-06T18:35:28.741375Z,shamystores.com,https://shamystores.com/products/nba-2k26-ps5-new
,,EGP,http://shamystores.com/cdn/shop/files/nba-2k26-ps4-385.jpg?v=1758302409,NBA 2K26 – PS4,3490.0,2025-10-06T18:35:28.741376Z,shamystores.com,https://shamystores.com/products/nba-2k26-ps4
,,EGP,http://shamystores.com/cdn/shop/files/cronos-the-new-dawn-ps5-120.jpg?v=1756404498,Cronos: The New Dawn – PS5,3190.0,2025-10-06T18:35:28.741377Z,shamystores.com,https://shamystores.com/products/cronos-the-new-dawn-ps5
,,EGP,http://shamystores.com/cdn/shop/files/metal-gear-solid-d-snake-eater-ps5-468.jpg?v=1756401615,Metal Gear Solid Δ: Snake Eater – PS5,3590.0,2025-10-06T18:35:28.741378Z,shamystores.com,https://shamystores.com/products/metal-gear-solid-snake-eater-ps5
,,EGP,http://shamystores.com/cdn/shop/files/gears-of-war-reloaded-new-ps5-593.jpg?v=1756393927,Gears of War Reloaded – New (PS5),2590.0,2025-10-06T18:35:28.741379Z,shamystores.com,https://shamystores.com/products/gears-of-war-reloaded-ps5-new
,,EGP,http://shamystores.com/cdn/shop/files/mafia-the-old-country-new-ps5-936.jpg?v=1755178811,Mafia: The Old Country – New (PS5),2790.0,2025-10-06T18:35:28.741380Z,shamystores.com,https://shamystores.com/products/mafia-the-old-country-ps5-new
,,EGP,http://shamystores.com/cdn/shop/files/playstation-5-slim-digital-edition-1m-warranty-243.jpg?v=1751284592,PlayStation 5 Slim ( Digital Edition ) 1M Warranty,29990.0,2025-10-06T18:35:28.741381Z,shamystores.com,https://shamystores.com/products/playstation-5-slim-digital-edition-1y-warranty
,,EGP,http://shamystores.com/cdn/shop/files/ps5-dualsense-wireless-controller-cobalt-blue-205.jpg?v=1707225420,PS5 DualSense Wireless Controller Cobalt Blue,4490.0,2025-10-06T18:35:28.741382Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-cobalt-blue
,,EGP,http://shamystores.com/cdn/shop/products/dualsense-charging-station-378.jpg?v=1665092629,DualSense Charging Station,1790.0,2025-10-06T18:35:28.741383Z,shamystores.com,https://shamystores.com/products/dualsense-charging-station-41015003057562
,,EGP,http://shamystores.com/cdn/shop/products/ps5-dualsense-wireless-controller-galactic-purple-637.jpg?v=1677341154,PS5 DualSense Wireless Controller Galactic Purple,4290.0,2025-10-06T18:35:28.741384Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-starlight-blue-1
,,EGP,http://shamystores.com/cdn/shop/products/ps5-dualsense-wireless-controller-cosmic-red-835.jpg?v=1758546748,PS5 DualSense Wireless Controller Cosmic Red,4290.0,2025-10-06T18:35:28.741384Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-cosmic-red-41015003057920
,,EGP,http://shamystores.com/cdn/shop/products/ps5-dualsense-wireless-controller-nova-pink-210.jpg?v=1665095570,Ps5 DualSense Wireless Controller Nova Pink,4290.0,2025-10-06T18:35:28.741385Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-nova-pink
,,EGP,http://shamystores.com/cdn/shop/products/ps5-dualsense-wireless-controller-534.jpg?v=1665083304,PS5 DualSense Wireless Controller White,4290.0,2025-10-06T18:35:28.741386Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-41015003057449
,,EGP,http://shamystores.com/cdn/shop/files/playstation-5-slim-disc-edition-1y-warranty-843.jpg?v=1751284094,PlayStation 5 Slim ( Disc Edition ) 1Y Warranty,33990.0,2025-10-06T18:35:28.741388Z,shamystores.com,https://shamystores.com/products/playstation-5-slim
,,EGP,http://shamystores.com/cdn/shop/products/ps5-dualsense-wireless-controller-midnight-black-260.jpg?v=1664974287,PS5 DualSense Wireless Controller Midnight Black,4290.0,2025-10-06T18:35:28.741388Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-midnight-black-41015003057921
,,EGP,http://shamystores.com/cdn/shop/products/ps5-dualsense-wireless-controller-starlight-blue-580.jpg?v=1665095559,PS5 DualSense Wireless Controller Starlight Blue,4290.0,2025-10-06T18:35:28.741389Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-starlight-blue
,,EGP,http://shamystores.com/cdn/shop/files/ps5-dualsense-wireless-controller-volcanic-red-261.jpg?v=1707226102,PS5 DualSense Wireless Controller Volcanic Red,4490.0,2025-10-06T18:35:28.741390Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-volcanic-red
,,EGP,http://shamystores.com/cdn/shop/files/ps5-dualsense-wireless-controller-gray-camouflage-929.jpg?v=1687610407,PS5 DualSense Wireless Controller – Gray Camouflage,4490.0,2025-10-06T18:35:28.741391Z,shamystores.com,https://shamystores.com/products/ps5-dualsense-wireless-controller-gray-camouflage
,,EGP,http://shamystores.com/cdn/shop/files/the-last-of-us-remake-used-143.jpg?v=1743114735,THE LAST OF US REMAKE Used,1750.0,2025-10-06T18:35:28.741392Z,shamystores.com,https://shamystores.com/products/the-last-of-us-remake-used
,,EGP,http://shamystores.com/cdn/shop/files/star-wars-outlaws-used-994.jpg?v=1743110906,STAR WARS OUTLAWS Used,2000.0,2025-10-06T18:35:28.741393Z,shamystores.com,https://shamystores.com/products/star-wars-outlaws-used
,,EGP,http://shamystores.com/cdn/shop/files/fc-25-english-used-962.jpg?v=1743109931,FC 25 ENGLISH Used,1350.0,2025-10-06T18:35:28.741394Z,shamystores.com,https://shamystores.com/products/fc-25-english
,,EGP,http://shamystores.com/cdn/shop/files/fc-25-ar-817.jpg?v=1743108250,FC 25 AR Used,1500.0,2025-10-06T18:35:28.741394Z,shamystores.com,https://shamystores.com/products/fc-25-ar
,,EGP,http://shamystores.com/cdn/shop/files/call-of-duty-ops-6-748.jpg?v=1743107055,CALL OF DUTY OPS 6 Used,2500.0,2025-10-06T18:35:28.741395Z,shamystores.com,https://shamystores.com/products/call-of-duty-ops-6
,,EGP,http://shamystores.com/cdn/shop/files/dragons-dogma-2-446.jpg?v=1709570172,Dragon's Dogma 2 Used,1800.0,2025-10-06T18:35:28.741396Z,shamystores.com,https://shamystores.com/products/dragons-dogma-2-used
,,EGP,http://shamystores.com/cdn/shop/files/prince-of-persia-the-lost-crown-145.jpg?v=1714313050,Prince of Persia: The Lost Crown Used,1200.0,2025-10-06T18:35:28.741397Z,shamystores.com,https://shamystores.com/products/prince-of-persia-the-lost-crown-used
,,EGP,http://shamystores.com/cdn/shop/files/wwe-2k24-659.jpg?v=1709568489,WWE 2K24 Used,1250.0,2025-10-06T18:35:28.741398Z,shamystores.com,https://shamystores.com/products/wwe-2k24-used
,,EGP,http://shamystores.com/cdn/shop/files/a-plague-tale-requiem-160_2488f348-e479-46fd-bd11-41e24c4b59cb.jpg?v=1685786748,A Plague Tale: Requiem Used,1100.0,2025-10-06T18:35:28.741399Z,shamystores.com,https://shamystores.com/products/a-plague-tale-requiem-used-copy
,,EGP,http://shamystores.com/cdn/shop/files/the-crew-motorfest-907.jpg?v=1718078829,The Crew™ Motorfest Used,1250.0,2025-10-06T18:35:28.741400Z,shamystores.com,https://shamystores.com/products/the-crew-motorfest-used
,,EGP,http://shamystores.com/cdn/shop/files/the-callisto-protocol-used-112.jpg?v=1723994992,The Callisto Protocol used,1100.0,2025-10-06T18:35:28.741401Z,shamystores.com,https://shamystores.com/products/the-callisto-protocol-used
,,EGP,http://shamystores.com/cdn/shop/files/final-fantasy-xvi-969_78c4de44-2ab2-4997-9eba-a2bf8001e3db.jpg?v=1715442492,Final Fantasy XVI Used,1800.0,2025-10-06T18:35:28.741402Z,shamystores.com,https://shamystores.com/products/outlet-final-fantasy-xvi-used
